pert_in,k_pred,psts_explained,expl_known_psts
PH797804,CDK2,27,0.040
PH797804,MAPKAPK2,41,0.060
PH797804,PRKD3,100,0.147
PH797804,BMPR1A,32,0.047
PH797804,GAK,1,0.001
PH797804,IRAK4,13,0.019
PH797804,LRRK2,8,0.012
PH797804,PRPK,18,0.026
PH797804,ROCK2,76,0.111
PH797804,PKN3,35,0.051
PH797804,CDK4,75,0.110
PH797804,DAPK3,70,0.103
PH797804,PIM2,38,0.056
PH797804,PKN1,75,0.110
PH797804,PLK3,23,0.034
PH797804,ULK1,3,0.004
PH797804,CLK2,116,0.170
PH797804,CDK16,62,0.091
PH797804,PINK1,95,0.139
PH797804,NEK6,9,0.013
PH797804,LATS2,25,0.037
PH797804,NEK7,5,0.007
PH797804,GRK7,125,0.183
PH797804,PLK4,5,0.007
PH797804,CDC7,14,0.021
PH797804,SGK1,93,0.136
PH797804,GRK2,27,0.040
PH797804,MARK3,75,0.110
PH797804,PASK,22,0.032
PH797804,MAP3K15,4,0.006
PH797804,NEK5,5,0.007
PH797804,RIPK3,145,0.213
PH797804,TLK1,7,0.010
PH797804,TLK2,6,0.009
PH797804,PAK2,68,0.100
PH797804,LATS1,23,0.034
PH797804,PIM3,23,0.034
PH797804,CDK6,73,0.107
PH797804,TSSK2,87,0.128
PH797804,BRSK2,77,0.113
PH797804,CAMK4,80,0.117
PH797804,HIPK3,110,0.161
PH797804,AKT3,97,0.142
PH797804,MARK1,77,0.113
PH797804,CDK5,71,0.104
PH797804,GSK3B,26,0.038
PH797804,STK33,15,0.022
PH797804,MYO3B,4,0.006
PH797804,NEK2,8,0.012
PH797804,TTBK2,82,0.120
PH797804,DYRK3,112,0.164
PH797804,GSK3A,22,0.032
PH797804,AKT2,104,0.152
PH797804,CDK13,72,0.106
PH797804,TGFBR2,8,0.012
PH797804,CDKL1,35,0.051
PH797804,MST1,3,0.004
PH797804,MARK2,75,0.110
PH797804,PRKX,94,0.138
PH797804,DAPK2,74,0.109
PH797804,NEK9,6,0.009
PH797804,EEF2K,4,0.006
PH797804,ACVR2A,35,0.051
PH797804,MOK,92,0.135
PH797804,HUNK,70,0.103
PH797804,FAM20C,29,0.043
PH797804,SRPK2,118,0.173
PH797804,DYRK1A,106,0.155
PH797804,CDK3,69,0.101
PH797804,MELK,75,0.110
PH797804,GRK5,28,0.041
PH797804,ATR,80,0.117
PH797804,PDK1,24,0.035
PH797804,PHKG2,74,0.109
PH797804,ULK2,4,0.006
PH797804,CDK14,83,0.122
PH797804,BCKDK,19,0.028
PH797804,NEK3,4,0.006
PH797804,CDKL5,78,0.114
PH797804,PAK3,70,0.103
PH797804,CLK1,116,0.170
PH797804,PLK2,24,0.035
PH797804,NLK,75,0.110
PH797804,MAPKAPK5,88,0.129
PH797804,CDK10,93,0.136
PH797804,BRSK1,82,0.120
PH797804,CLK3,55,0.081
PH797804,MTOR,91,0.133
PH797804,DYRK1B,108,0.158
PH797804,CAMK2B,34,0.050
PH797804,CDK9,81,0.119
PH797804,GRK4,33,0.048
PH797804,PAK6,70,0.103
PH797804,RIPK1,128,0.188
PH797804,ATM,9,0.013
PH797804,SGK3,74,0.109
PH797804,BMPR2,13,0.019
PH797804,DYRK2,101,0.148
PH797804,GRK1,29,0.043
PH797804,TGFBR1,33,0.048
PH797804,VRK1,3,0.004
PH797804,TBK1,6,0.009
PH797804,MAK,73,0.107
PH797804,HIPK4,107,0.157
PH797804,TTBK1,82,0.120
PH797804,CLK4,113,0.166
PH797804,CAMK1G,82,0.120
PH797804,MAPKAPK3,88,0.129
PH797804,PKN2,88,0.129
PH797804,CDK1,74,0.109
PH797804,CAMK2A,33,0.048
PIK294,DYRK4,69,0.151
PIK294,DSTYK,6,0.013
PIK294,GRK6,26,0.057
PIK294,CAMKK2,2,0.004
PIK294,GRK3,20,0.044
PIK294,HIPK1,63,0.138
PIK294,HIPK2,21,0.046
PIK294,PLK1,5,0.011
PIK294,MOS,21,0.046
PIK294,VRK2,6,0.013
PIK294,MYLK4,48,0.105
PIK294,CDK7,62,0.136
PIK294,RIPK2,40,0.088
PIK294,SNRK,44,0.096
PIK294,ACVR2B,22,0.048
PIK294,WNK4,16,0.035
PIK294,CAMK2D,17,0.037
PIK294,BMPR1B,18,0.039
PIK294,CAMKK1,3,0.007
PIK294,TTK,1,0.002
PIK294,SRPK1,69,0.151
PIK294,NEK11,47,0.103
PIK294,CDK2,23,0.050
PIK294,MAPKAPK2,54,0.118
PIK294,BMPR1A,17,0.037
PIK294,GAK,3,0.007
PIK294,PRPK,15,0.033
PIK294,PLK3,22,0.048
PIK294,CDK4,47,0.103
PIK294,PKN1,50,0.109
PIK294,CLK2,25,0.055
PIK294,CDK16,42,0.092
PIK294,PINK1,15,0.033
PIK294,NEK6,5,0.011
PIK294,GRK7,26,0.057
PIK294,CDC7,10,0.022
PIK294,SGK1,53,0.116
PIK294,GRK2,16,0.035
PIK294,MARK3,19,0.042
PIK294,CDK19,43,0.094
PIK294,PASK,16,0.035
PIK294,TLK2,4,0.009
PIK294,RIPK3,49,0.107
PIK294,CDK8,14,0.031
PIK294,TLK1,5,0.011
PIK294,LATS1,22,0.048
PIK294,AAK1,2,0.004
PIK294,CDK6,48,0.105
PIK294,WNK1,49,0.107
PIK294,HIPK3,65,0.142
PIK294,AKT3,52,0.114
PIK294,CDK5,47,0.103
PIK294,GSK3B,18,0.039
PIK294,NEK2,13,0.028
PIK294,GSK3A,21,0.046
PIK294,CDK13,50,0.109
PIK294,TGFBR2,3,0.007
PIK294,DAPK2,56,0.123
PIK294,ACVR2A,20,0.044
PIK294,FAM20C,31,0.068
PIK294,DYRK1A,64,0.140
PIK294,CDK3,57,0.125
PIK294,GRK5,16,0.035
PIK294,PHKG2,54,0.118
PIK294,BCKDK,16,0.035
PIK294,AKT1,53,0.116
PIK294,PLK2,27,0.059
PIK294,CLK3,22,0.048
PIK294,MTOR,13,0.028
PIK294,DYRK1B,63,0.138
PIK294,CAMK2B,21,0.046
PIK294,CDK9,60,0.131
PIK294,GRK4,21,0.046
PIK294,ATM,8,0.018
PIK294,SGK3,52,0.114
PIK294,BMPR2,4,0.009
PIK294,DYRK2,64,0.140
PIK294,GRK1,27,0.059
PIK294,TGFBR1,22,0.048
PIK294,MAK,43,0.094
PIK294,HIPK4,19,0.042
PIK294,MAPKAPK3,55,0.120
PIK294,PKN2,55,0.120
PIK294,CDK1,57,0.125
PIK294,CAMK2A,20,0.044
Ribociclib,NEK5,9,0.020
Ribociclib,TLK2,4,0.009
Ribociclib,CDK8,23,0.052
Ribociclib,TLK1,7,0.016
Ribociclib,SLK,11,0.025
Ribociclib,SMG1,8,0.018
Ribociclib,AAK1,2,0.005
Ribociclib,ULK2,10,0.023
Ribociclib,CDK2,34,0.077
Ribociclib,BRAF,4,0.009
Ribociclib,MAPKAPK2,28,0.064
Ribociclib,DSTYK,12,0.027
Ribociclib,BMPR1A,19,0.043
Ribociclib,GAK,2,0.005
Ribociclib,NEK3,10,0.023
Ribociclib,BCKDK,15,0.034
Ribociclib,NEK1,7,0.016
Ribociclib,TNIK,8,0.018
Ribociclib,CDK5,25,0.057
Ribociclib,GRK6,27,0.061
Ribociclib,MASTL,17,0.039
Ribociclib,CAMKK2,4,0.009
Ribociclib,PRPK,15,0.034
Ribociclib,GRK3,22,0.050
Ribociclib,STK33,12,0.027
Ribociclib,PLK2,28,0.064
Ribociclib,MYO3B,9,0.020
Ribociclib,NEK2,19,0.043
Ribociclib,PLK3,27,0.061
Ribociclib,GSK3A,21,0.048
Ribociclib,MTOR,22,0.050
Ribociclib,ULK1,3,0.007
Ribociclib,DYRK1B,29,0.066
Ribociclib,CAMK2B,33,0.075
Ribociclib,GRK4,27,0.061
Ribociclib,MST1,5,0.011
Ribociclib,RIPK1,54,0.123
Ribociclib,PINK1,19,0.043
Ribociclib,ATM,11,0.025
Ribociclib,NEK6,14,0.032
Ribociclib,BMPR2,8,0.018
Ribociclib,GRK1,22,0.050
Ribociclib,PLK1,11,0.025
Ribociclib,MOS,20,0.045
Ribociclib,NEK9,13,0.030
Ribociclib,TGFBR1,20,0.045
Ribociclib,LATS2,22,0.050
Ribociclib,NEK7,13,0.030
Ribociclib,VRK1,2,0.005
Ribociclib,MYO3A,6,0.014
Ribociclib,ACVR2A,21,0.048
Ribociclib,GRK7,27,0.061
Ribociclib,PASK,14,0.032
Ribociclib,CDC7,14,0.032
Ribociclib,ACVR2B,25,0.057
Ribociclib,FAM20C,30,0.068
Ribociclib,CAMK2D,41,0.093
Ribociclib,BMPR1B,24,0.055
Ribociclib,GRK2,22,0.050
Ribociclib,PBK,18,0.041
Ribociclib,GRK5,25,0.057
Ribociclib,CDK19,18,0.041
Ribociclib,NEK8,20,0.045
Ribociclib,CDK1,30,0.068
Ribociclib,CAMK2A,35,0.080
Ripasudil,NUAK2,15,0.027
Ripasudil,DYRK4,128,0.233
Ripasudil,PIM1,111,0.202
Ripasudil,HASPIN,14,0.026
Ripasudil,NEK1,5,0.009
Ripasudil,IRAK1,95,0.173
Ripasudil,GRK6,53,0.097
Ripasudil,MASTL,14,0.026
Ripasudil,CAMKK2,1,0.002
Ripasudil,GRK3,34,0.062
Ripasudil,NUAK1,13,0.024
Ripasudil,RAF1,19,0.035
Ripasudil,NEK4,6,0.011
Ripasudil,PAK5,94,0.171
Ripasudil,DAPK1,102,0.186
Ripasudil,PHKG1,18,0.033
Ripasudil,HIPK1,146,0.266
Ripasudil,HIPK2,142,0.259
Ripasudil,VRK2,6,0.011
Ripasudil,MYLK4,100,0.182
Ripasudil,MYO3A,12,0.022
Ripasudil,SRPK3,18,0.033
Ripasudil,CDK7,123,0.224
Ripasudil,CDK12,121,0.220
Ripasudil,RIPK2,10,0.018
Ripasudil,SNRK,11,0.020
Ripasudil,CAMK1D,96,0.175
Ripasudil,ACVR2B,42,0.077
Ripasudil,WNK4,14,0.026
Ripasudil,BMPR1B,62,0.113
Ripasudil,PBK,10,0.018
Ripasudil,CAMKK1,3,0.005
Ripasudil,BUB1,12,0.022
Ripasudil,NEK8,10,0.018
Ripasudil,TTK,3,0.005
Ripasudil,ROCK1,98,0.179
Ripasudil,NEK11,112,0.204
Ripasudil,SMG1,8,0.015
Ripasudil,CDK2,18,0.033
Ripasudil,MAPKAPK2,105,0.191
Ripasudil,PRKD3,98,0.179
Ripasudil,BMPR1A,64,0.117
Ripasudil,GAK,4,0.007
Ripasudil,IRAK4,12,0.022
Ripasudil,LRRK2,13,0.024
Ripasudil,PRPK,105,0.191
Ripasudil,ROCK2,101,0.184
Ripasudil,PKN3,101,0.184
Ripasudil,CDK4,127,0.231
Ripasudil,DAPK3,16,0.029
Ripasudil,PIM2,113,0.206
Ripasudil,PKN1,102,0.186
Ripasudil,PLK3,29,0.053
Ripasudil,ULK1,107,0.195
Ripasudil,CLK2,116,0.211
Ripasudil,CDK16,100,0.182
Ripasudil,PINK1,24,0.044
Ripasudil,NEK6,4,0.007
Ripasudil,CAMK2G,44,0.080
Ripasudil,LATS2,102,0.186
Ripasudil,NEK7,7,0.013
Ripasudil,PLK4,6,0.011
Ripasudil,CDK17,95,0.173
Ripasudil,SGK1,100,0.182
Ripasudil,MARK3,100,0.182
Ripasudil,CDK19,119,0.217
Ripasudil,PASK,106,0.193
Ripasudil,MAP3K15,5,0.009
Ripasudil,NEK5,7,0.013
Ripasudil,CDK8,20,0.036
Ripasudil,RIPK3,11,0.020
Ripasudil,TLK2,103,0.188
Ripasudil,PAK2,98,0.179
Ripasudil,PIM3,105,0.191
Ripasudil,CDK6,116,0.211
Ripasudil,TSSK2,104,0.189
Ripasudil,BRSK2,99,0.180
Ripasudil,CAMK4,14,0.026
Ripasudil,HIPK3,147,0.268
Ripasudil,AKT3,102,0.186
Ripasudil,MARK1,98,0.179
Ripasudil,CDK5,110,0.200
Ripasudil,GSK3B,121,0.220
Ripasudil,STK33,98,0.179
Ripasudil,MYO3B,9,0.016
Ripasudil,NEK2,113,0.206
Ripasudil,TTBK2,107,0.195
Ripasudil,DYRK3,134,0.244
Ripasudil,GSK3A,23,0.042
Ripasudil,AKT2,106,0.193
Ripasudil,TGFBR2,6,0.011
Ripasudil,CDKL1,19,0.035
Ripasudil,MST1,6,0.011
Ripasudil,MARK2,97,0.177
Ripasudil,PRKX,111,0.202
Ripasudil,DAPK2,102,0.186
Ripasudil,NEK9,8,0.015
Ripasudil,EEF2K,15,0.027
Ripasudil,MOK,125,0.228
Ripasudil,HUNK,97,0.177
Ripasudil,SRPK2,21,0.038
Ripasudil,DYRK1A,129,0.235
Ripasudil,CDK3,112,0.204
Ripasudil,MELK,97,0.177
Ripasudil,GRK5,41,0.075
Ripasudil,ATR,113,0.206
Ripasudil,PDK1,99,0.180
Ripasudil,PHKG2,101,0.184
Ripasudil,ULK2,8,0.015
Ripasudil,CDK14,123,0.224
Ripasudil,BCKDK,104,0.189
Ripasudil,NEK3,99,0.180
Ripasudil,CDKL5,106,0.193
Ripasudil,TNIK,13,0.024
Ripasudil,AKT1,101,0.184
Ripasudil,PAK3,96,0.175
Ripasudil,CLK1,26,0.047
Ripasudil,PLK2,29,0.053
Ripasudil,NLK,136,0.248
Ripasudil,MAPKAPK5,15,0.027
Ripasudil,CDK10,129,0.235
Ripasudil,BRSK1,99,0.180
Ripasudil,CLK3,20,0.036
Ripasudil,MTOR,15,0.027
Ripasudil,DYRK1B,134,0.244
Ripasudil,PAK6,106,0.193
Ripasudil,CDK9,124,0.226
Ripasudil,GRK4,39,0.071
Ripasudil,RIPK1,98,0.179
Ripasudil,SGK3,97,0.177
Ripasudil,DYRK2,130,0.237
Ripasudil,TGFBR1,63,0.115
Ripasudil,VRK1,96,0.175
Ripasudil,PRKD2,98,0.179
Ripasudil,TBK1,6,0.011
Ripasudil,MAK,123,0.224
Ripasudil,HIPK4,145,0.264
Ripasudil,TTBK1,104,0.189
Ripasudil,CLK4,121,0.220
Ripasudil,CAMK1G,13,0.024
Ripasudil,MAPKAPK3,13,0.024
Ripasudil,PKN2,103,0.188
Ripasudil,CDK1,108,0.197
Selumetinib,NUAK2,53,0.070
Selumetinib,SLK,120,0.159
Selumetinib,DYRK4,179,0.238
Selumetinib,DSTYK,11,0.015
Selumetinib,PIM1,71,0.094
Selumetinib,HASPIN,63,0.084
Selumetinib,NEK1,114,0.151
Selumetinib,IRAK1,238,0.316
Selumetinib,GRK6,234,0.311
Selumetinib,MASTL,14,0.019
Selumetinib,CAMKK2,113,0.150
Selumetinib,GRK3,30,0.040
Selumetinib,NUAK1,55,0.073
Selumetinib,RAF1,71,0.094
Selumetinib,NEK4,11,0.015
Selumetinib,CDK18,38,0.050
Selumetinib,PAK5,113,0.150
Selumetinib,DAPK1,111,0.147
Selumetinib,PHKG1,147,0.195
Selumetinib,HIPK1,181,0.240
Selumetinib,HIPK2,181,0.240
Selumetinib,PLK1,8,0.011
Selumetinib,MOS,22,0.029
Selumetinib,VRK2,5,0.007
Selumetinib,MYLK4,121,0.161
Selumetinib,MYO3A,113,0.150
Selumetinib,SRPK3,53,0.070
Selumetinib,CDK7,81,0.108
Selumetinib,RIPK2,65,0.086
Selumetinib,SNRK,103,0.137
Selumetinib,CAMK1D,104,0.138
Selumetinib,ACVR2B,36,0.048
Selumetinib,WNK4,104,0.138
Selumetinib,CAMK2D,30,0.040
Selumetinib,BMPR1B,34,0.045
Selumetinib,PBK,16,0.021
Selumetinib,CAMKK1,111,0.147
Selumetinib,BUB1,20,0.027
Selumetinib,NEK8,135,0.179
Selumetinib,TTK,3,0.004
Selumetinib,NEK11,143,0.190
Selumetinib,SMG1,125,0.166
Selumetinib,CDK2,38,0.050
Selumetinib,MAPKAPK2,84,0.112
Selumetinib,PRKD3,124,0.165
Selumetinib,BMPR1A,37,0.049
Selumetinib,GAK,1,0.001
Selumetinib,IRAK4,14,0.019
Selumetinib,LRRK2,123,0.163
Selumetinib,PRPK,17,0.023
Selumetinib,ROCK2,130,0.173
Selumetinib,PKN3,144,0.191
Selumetinib,CDK4,58,0.077
Selumetinib,DAPK3,111,0.147
Selumetinib,PIM2,106,0.141
Selumetinib,PKN1,121,0.161
Selumetinib,PLK3,28,0.037
Selumetinib,ULK1,134,0.178
Selumetinib,CLK2,179,0.238
Selumetinib,CDK16,42,0.056
Selumetinib,PINK1,24,0.032
Selumetinib,NEK6,137,0.182
Selumetinib,LATS2,129,0.171
Selumetinib,NEK7,135,0.179
Selumetinib,GRK7,34,0.045
Selumetinib,PLK4,11,0.015
Selumetinib,CDC7,14,0.019
Selumetinib,SGK1,135,0.179
Selumetinib,GRK2,30,0.040
Selumetinib,MARK3,52,0.069
Selumetinib,CDK19,58,0.077
Selumetinib,PASK,32,0.042
Selumetinib,MAP3K15,115,0.153
Selumetinib,NEK5,8,0.011
Selumetinib,CDK8,29,0.039
Selumetinib,RIPK3,245,0.325
Selumetinib,TLK1,5,0.007
Selumetinib,TLK2,5,0.007
Selumetinib,PAK2,120,0.159
Selumetinib,LATS1,127,0.169
Selumetinib,PIM3,67,0.089
Selumetinib,CDK6,32,0.042
Selumetinib,TSSK2,50,0.066
Selumetinib,BRSK2,52,0.069
Selumetinib,CAMK4,109,0.145
Selumetinib,HIPK3,184,0.244
Selumetinib,AKT3,134,0.178
Selumetinib,MARK1,53,0.070
Selumetinib,CDK5,37,0.049
Selumetinib,GSK3B,60,0.080
Selumetinib,STK33,19,0.025
Selumetinib,MYO3B,114,0.151
Selumetinib,NEK2,12,0.016
Selumetinib,TTBK2,128,0.170
Selumetinib,DYRK3,185,0.246
Selumetinib,GSK3A,31,0.041
Selumetinib,AKT2,137,0.182
Selumetinib,TGFBR2,3,0.004
Selumetinib,CDKL1,81,0.108
Selumetinib,MST1,113,0.150
Selumetinib,MARK2,51,0.068
Selumetinib,PRKX,150,0.199
Selumetinib,DAPK2,129,0.171
Selumetinib,NEK9,137,0.182
Selumetinib,EEF2K,8,0.011
Selumetinib,ACVR2A,32,0.042
Selumetinib,MOK,118,0.157
Selumetinib,HUNK,11,0.015
Selumetinib,FAM20C,40,0.053
Selumetinib,SRPK2,192,0.255
Selumetinib,DYRK1A,183,0.243
Selumetinib,CDK3,37,0.049
Selumetinib,MELK,125,0.166
Selumetinib,GRK5,40,0.053
Selumetinib,ATR,133,0.177
Selumetinib,PDK1,123,0.163
Selumetinib,PHKG2,126,0.167
Selumetinib,ULK2,136,0.181
Selumetinib,WNK3,120,0.159
Selumetinib,CDK14,81,0.108
Selumetinib,BCKDK,17,0.023
Selumetinib,NEK3,11,0.015
Selumetinib,CDKL5,77,0.102
Selumetinib,TNIK,115,0.153
Selumetinib,MARK4,47,0.062
Selumetinib,AKT1,128,0.170
Selumetinib,PAK3,118,0.157
Selumetinib,CLK1,183,0.243
Selumetinib,PLK2,29,0.039
Selumetinib,NLK,63,0.084
Selumetinib,MAPKAPK5,74,0.098
Selumetinib,CDK10,86,0.114
Selumetinib,BRSK1,57,0.076
Selumetinib,CLK3,60,0.080
Selumetinib,MTOR,35,0.046
Selumetinib,DYRK1B,183,0.243
Selumetinib,PAK6,137,0.182
Selumetinib,CDK9,59,0.078
Selumetinib,GRK4,40,0.053
Selumetinib,RIPK1,243,0.323
Selumetinib,ATM,13,0.017
Selumetinib,SGK3,123,0.163
Selumetinib,BMPR2,8,0.011
Selumetinib,DYRK2,181,0.240
Selumetinib,GRK1,38,0.050
Selumetinib,TGFBR1,32,0.042
Selumetinib,VRK1,5,0.007
Selumetinib,TBK1,11,0.015
Selumetinib,MAK,41,0.054
Selumetinib,HIPK4,180,0.239
Selumetinib,TTBK1,130,0.173
Selumetinib,CLK4,206,0.274
Selumetinib,CAMK1G,105,0.139
Selumetinib,MAPKAPK3,100,0.133
Selumetinib,PKN2,142,0.189
Selumetinib,CDK1,41,0.054
Selumetinib,CAMK2A,40,0.053
TGX221,TLK2,5,0.014
TGX221,CDK8,17,0.046
TGX221,TLK1,7,0.019
TGX221,PAK2,24,0.065
TGX221,LATS1,24,0.065
TGX221,PIM3,20,0.054
TGX221,MAPKAPK2,20,0.054
TGX221,PAK1,24,0.065
TGX221,PIM1,20,0.054
TGX221,DSTYK,9,0.024
TGX221,BMPR1A,21,0.057
TGX221,GAK,2,0.005
TGX221,BCKDK,15,0.041
TGX221,CAMK4,24,0.065
TGX221,GRK6,37,0.100
TGX221,MASTL,10,0.027
TGX221,PAK3,23,0.062
TGX221,CAMKK2,4,0.011
TGX221,PRPK,14,0.038
TGX221,GRK3,23,0.062
TGX221,GSK3B,11,0.030
TGX221,ROCK2,26,0.070
TGX221,PLK2,30,0.081
TGX221,PLK3,26,0.070
TGX221,DAPK1,27,0.073
TGX221,BRSK1,21,0.057
TGX221,GSK3A,17,0.046
TGX221,CLK3,23,0.062
TGX221,TGFBR2,4,0.011
TGX221,ULK1,3,0.008
TGX221,CLK2,25,0.068
TGX221,CAMK2B,28,0.076
TGX221,GRK4,27,0.073
TGX221,PINK1,19,0.051
TGX221,ATM,11,0.030
TGX221,PRKX,23,0.062
TGX221,NEK6,6,0.016
TGX221,CAMK2G,50,0.135
TGX221,BMPR2,7,0.019
TGX221,GRK1,30,0.081
TGX221,PLK1,5,0.014
TGX221,MOS,22,0.059
TGX221,TGFBR1,28,0.076
TGX221,LATS2,14,0.038
TGX221,VRK1,2,0.005
TGX221,ACVR2A,25,0.068
TGX221,GRK7,24,0.065
TGX221,HUNK,8,0.022
TGX221,PLK4,7,0.019
TGX221,CAMK1D,28,0.076
TGX221,ACVR2B,26,0.070
TGX221,FAM20C,48,0.130
TGX221,CAMK2D,14,0.038
TGX221,CDC7,11,0.030
TGX221,HIPK4,22,0.059
TGX221,PASK,23,0.062
TGX221,BMPR1B,25,0.068
TGX221,GRK2,19,0.051
TGX221,CAMKK1,3,0.008
TGX221,GRK5,20,0.054
TGX221,CDK19,19,0.051
TGX221,TTK,1,0.003
TGX221,CDK1,26,0.070
TGX221,CAMK2A,26,0.070
Tofacitinib,NUAK2,20,0.040
Tofacitinib,DYRK4,33,0.066
Tofacitinib,PIM1,50,0.100
Tofacitinib,DSTYK,16,0.032
Tofacitinib,PAK4,15,0.030
Tofacitinib,GRK6,56,0.112
Tofacitinib,CAMKK2,4,0.008
Tofacitinib,GRK3,34,0.068
Tofacitinib,NUAK1,13,0.026
Tofacitinib,NEK4,13,0.026
Tofacitinib,PAK5,16,0.032
Tofacitinib,DAPK1,30,0.060
Tofacitinib,PHKG1,14,0.028
Tofacitinib,HIPK2,33,0.066
Tofacitinib,PLK1,9,0.018
Tofacitinib,MOS,35,0.070
Tofacitinib,MYLK4,28,0.056
Tofacitinib,SRPK3,34,0.068
Tofacitinib,CAMK1D,39,0.078
Tofacitinib,ACVR2B,36,0.072
Tofacitinib,BMPR1B,72,0.144
Tofacitinib,CAMKK1,4,0.008
Tofacitinib,TTK,6,0.012
Tofacitinib,PRKD1,26,0.052
Tofacitinib,NEK11,61,0.122
Tofacitinib,SMG1,10,0.020
Tofacitinib,MAPKAPK2,31,0.062
Tofacitinib,PRKD3,36,0.072
Tofacitinib,BMPR1A,72,0.144
Tofacitinib,GAK,6,0.012
Tofacitinib,PRPK,13,0.026
Tofacitinib,ROCK2,26,0.052
Tofacitinib,PLK3,37,0.074
Tofacitinib,PKN3,14,0.028
Tofacitinib,PIM2,63,0.126
Tofacitinib,DAPK3,22,0.044
Tofacitinib,PKN1,15,0.030
Tofacitinib,ULK1,3,0.006
Tofacitinib,CLK2,61,0.122
Tofacitinib,PINK1,15,0.030
Tofacitinib,CAMK2G,69,0.138
Tofacitinib,LATS2,15,0.030
Tofacitinib,GRK7,34,0.068
Tofacitinib,CDC7,18,0.036
Tofacitinib,SGK1,24,0.048
Tofacitinib,GRK2,29,0.058
Tofacitinib,CDK19,16,0.032
Tofacitinib,PASK,26,0.052
Tofacitinib,TLK2,7,0.014
Tofacitinib,CDK8,17,0.034
Tofacitinib,TLK1,7,0.014
Tofacitinib,PAK2,21,0.042
Tofacitinib,LATS1,22,0.044
Tofacitinib,PIM3,17,0.034
Tofacitinib,CAMK4,20,0.040
Tofacitinib,AKT3,26,0.052
Tofacitinib,CDK5,20,0.040
Tofacitinib,GSK3B,46,0.092
Tofacitinib,TTBK2,35,0.070
Tofacitinib,AKT2,25,0.050
Tofacitinib,GSK3A,29,0.058
Tofacitinib,CDKL1,24,0.048
Tofacitinib,PRKX,58,0.116
Tofacitinib,DAPK2,24,0.048
Tofacitinib,ACVR2A,31,0.062
Tofacitinib,FAM20C,43,0.086
Tofacitinib,SRPK2,35,0.070
Tofacitinib,DYRK1A,25,0.050
Tofacitinib,MELK,20,0.040
Tofacitinib,GRK5,69,0.138
Tofacitinib,ATR,16,0.032
Tofacitinib,ULK2,4,0.008
Tofacitinib,BCKDK,23,0.046
Tofacitinib,AKT1,24,0.048
Tofacitinib,PAK3,21,0.042
Tofacitinib,PLK2,39,0.078
Tofacitinib,MAPKAPK5,17,0.034
Tofacitinib,BRSK1,21,0.042
Tofacitinib,CLK3,31,0.062
Tofacitinib,DYRK1B,29,0.058
Tofacitinib,PAK6,52,0.104
Tofacitinib,GRK4,44,0.088
Tofacitinib,ATM,14,0.028
Tofacitinib,SGK3,20,0.040
Tofacitinib,BMPR2,8,0.016
Tofacitinib,DYRK2,29,0.058
Tofacitinib,GRK1,73,0.146
Tofacitinib,TGFBR1,75,0.150
Tofacitinib,PRKD2,35,0.070
Tofacitinib,TBK1,5,0.010
Tofacitinib,HIPK4,30,0.060
Tofacitinib,CLK4,67,0.134
Tofacitinib,CAMK1G,22,0.044
Tofacitinib,MAPKAPK3,19,0.038
Tofacitinib,PKN2,16,0.032
Tofacitinib,CDK1,23,0.046
Tofacitinib,CAMK2A,32,0.064
Torin,MAP3K15,7,0.029
Torin,NEK5,6,0.025
Torin,CDK8,20,0.084
Torin,TLK1,6,0.025
Torin,SMG1,4,0.017
Torin,DYRK4,29,0.122
Torin,ULK2,5,0.021
Torin,NEK3,17,0.071
Torin,HASPIN,14,0.059
Torin,NEK1,10,0.042
Torin,PAK3,39,0.164
Torin,IRAK4,20,0.084
Torin,TTBK2,15,0.063
Torin,MTOR,14,0.059
Torin,CDK9,27,0.113
Torin,MST1,7,0.029
Torin,HIPK2,34,0.143
Torin,GRK1,22,0.092
Torin,DYRK2,34,0.143
Torin,NEK9,10,0.042
Torin,EEF2K,10,0.042
Torin,CDK7,24,0.101
Torin,CDK19,17,0.071
Trametinib,NEK5,4,0.016
Trametinib,SLK,16,0.065
Trametinib,PIM3,28,0.114
Trametinib,BMPR1A,24,0.098
Trametinib,CDK6,26,0.106
Trametinib,IRAK1,9,0.037
Trametinib,GRK6,29,0.118
Trametinib,GRK3,22,0.090
Trametinib,RAF1,19,0.078
Trametinib,NEK4,8,0.033
Trametinib,PLK2,17,0.069
Trametinib,CDK4,25,0.102
Trametinib,ULK1,9,0.037
Trametinib,GRK4,24,0.098
Trametinib,ATM,13,0.053
Trametinib,PRKX,24,0.098
Trametinib,CAMK2G,30,0.122
Trametinib,BMPR2,7,0.029
Trametinib,GRK1,24,0.098
Trametinib,MOS,18,0.073
Trametinib,TGFBR1,24,0.098
Trametinib,NEK7,4,0.016
Trametinib,ACVR2A,19,0.078
Trametinib,TBK1,11,0.045
Trametinib,GRK7,20,0.082
Trametinib,PLK4,5,0.020
Trametinib,CDC7,15,0.061
Trametinib,ACVR2B,26,0.106
Trametinib,FAM20C,15,0.061
Trametinib,BMPR1B,23,0.094
Trametinib,GRK2,22,0.090
Trametinib,GRK5,26,0.106
Ulixertinib,NUAK2,20,0.025
Ulixertinib,SLK,84,0.104
Ulixertinib,DYRK4,141,0.175
Ulixertinib,BRAF,5,0.006
Ulixertinib,DSTYK,11,0.014
Ulixertinib,PIM1,59,0.073
Ulixertinib,HASPIN,76,0.094
